dong_cd,dong_nm
3805011,산양읍
3805031,용남면
3805032,도산면
3805033,광도면
3805034,욕지면
3805035,한산면
3805036,사량면
3805062,도천동
3805052,명정동
3805053,중앙동
3805054,정량동
3805055,북신동
3805056,무전동
3805063,미수동
3805064,봉평동
3834011,고성읍
3834031,삼산면
3834032,하일면
3834033,하이면
3834034,상리면
3834035,대가면
3834036,영현면
3834037,영오면
3834038,개천면
3834039,구만면
3834040,회화면
3834041,마암면
3834042,동해면
3834043,거류면
3806011,사천읍
3806031,정동면
3806032,사남면
3806033,용현면
3806034,축동면
3806035,곤양면
3806036,곤명면
3806037,서포면
3806051,동서동
3806052,선구동
3806053,동서금동
3806055,벌용동
3806057,향촌동
3806059,남양동
3807011,진영읍
3807032,주촌면
3807033,진례면
3807034,한림면
3807035,생림면
3807036,상동면
3807037,대동면
3807051,동상동
3807052,회현동
3807053,부원동
3807054,내외동
3807055,북부동
3807056,칠산서부동
3807058,활천동
3807059,삼안동
3807060,불암동
3807061,장유1동
3807062,장유2동
3807063,장유3동
3808011,삼랑진읍
3808012,하남읍
3808031,부북면
3808032,상동면
3808033,산외면
3808034,산내면
3808035,단장면
3808036,상남면
3808037,초동면
3808038,무안면
3808039,청도면
3808051,내일동
3808052,내이동
3808053,교동
3808054,삼문동
3808055,가곡동
3809031,일운면
3809032,동부면
3809033,남부면
3809034,거제면
3809035,둔덕면
3809036,사등면
3809037,연초면
3809038,하청면
3809039,장목면
3809061,장승포동
3809053,능포동
3809054,아주동
3809055,옥포1동
3809056,옥포2동
3809057,장평동
3809058,고현동
3809059,상문동
3809060,수양동
3831011,의령읍
3831031,가례면
3831032,칠곡면
3831033,대의면
3831034,화정면
3831035,용덕면
3831036,정곡면
3831037,지정면
3831038,낙서면
3831039,부림면
3831040,봉수면
3831041,궁류면
3831042,유곡면
3832011,가야읍
3832031,함안면
3832032,군북면
3832033,법수면
3832034,대산면
3832035,칠서면
3832036,칠북면
3832012,칠원읍
3832038,산인면
3832039,여항면
3833011,창녕읍
3833012,남지읍
3833031,고암면
3833032,성산면
3833033,대합면
3833034,이방면
3833035,유어면
3833036,대지면
3833037,계성면
3833038,영산면
3833039,장마면
3833040,도천면
3833041,길곡면
3833042,부곡면
3810012,물금읍
3810031,동면
3810032,원동면
3810033,상북면
3810034,하북면
3810058,중앙동
3810059,양주동
3810052,삼성동
3810053,강서동
3810054,서창동
3810055,소주동
3810056,평산동
3810057,덕계동
3836011,하동읍
3836031,화개면
3836032,악양면
3836033,적량면
3836034,횡천면
3836035,고전면
3836036,금남면
3836037,금성면
3836038,진교면
3836039,양보면
3836040,북천면
3836041,청암면
3836042,옥종면
3835011,남해읍
3835031,이동면
3835032,상주면
3835033,삼동면
3835034,미조면
3835035,남면
3835036,서면
3835037,고현면
3835038,설천면
3835039,창선면
3838011,함양읍
3838031,마천면
3838032,휴천면
3838033,유림면
3838034,수동면
3838035,지곡면
3838036,안의면
3838037,서하면
3838038,서상면
3838039,백전면
3838040,병곡면
3837011,산청읍
3837031,차황면
3837032,오부면
3837033,생초면
3837034,금서면
3837035,삼장면
3837036,시천면
3837037,단성면
3837038,신안면
3837039,생비량면
3837040,신등면
3839011,거창읍
3839031,주상면
3839032,웅양면
3839033,고제면
3839034,북상면
3839035,위천면
3839036,마리면
3839037,남상면
3839038,남하면
3839039,신원면
3839040,가조면
3839041,가북면
3840011,합천읍
3840031,봉산면
3840032,묘산면
3840033,가야면
3840034,야로면
3840035,율곡면
3840036,초계면
3840037,쌍책면
3840038,덕곡면
3840039,청덕면
3840040,적중면
3840041,대양면
3840042,쌍백면
3840043,삼가면
3840044,가회면
3840045,대병면
3840046,용주면
3811111,동읍
3811131,북면
3811132,대산면
3811151,의창동
3811152,팔룡동
3811153,명곡동
3811154,봉림동
3811251,반송동
3811252,중앙동
3811253,상남동
3811254,사파동
3811255,가음정동
3811256,성주동
3811257,웅남동
3811258,용지동
3811331,구산면
3811332,진동면
3811333,진북면
3811334,진전면
3811351,현동
3811352,가포동
3811353,월영동
3811354,문화동
3811357,완월동
3811358,자산동
3811368,교방동
3811364,합포동
3811365,산호동
3811366,반월중앙동
3811367,오동동
3811411,내서읍
3811451,회원1동
3811452,회원2동
3811455,회성동
3811456,양덕1동
3811457,양덕2동
3811458,합성1동
3811459,합성2동
3811460,구암1동
3811461,구암2동
3811462,봉암동
3811463,석전동
3811566,충무동
3811554,여좌동
3811555,태백동
3811556,경화동
3811557,병암동
3811558,석동
3811559,이동
3811560,자은동
3811561,덕산동
3811562,풍호동
3811563,웅천동
3811564,웅동1동
3811565,웅동2동
3901011,한림읍
3901012,애월읍
3901013,구좌읍
3901014,조천읍
3901031,한경면
3901032,추자면
3901033,우도면
3901051,일도1동
3901052,일도2동
3901053,이도1동
3901054,이도2동
3901055,삼도1동
3901056,삼도2동
3901057,용담1동
3901058,용담2동
3901059,건입동
3901060,화북동
3901061,삼양동
3901062,봉개동
3901063,아라동
3901064,오라동
3901065,연동
3901066,노형동
3901067,외도동
3901068,이호동
3901069,도두동
3902011,대정읍
3902012,남원읍
3902013,성산읍
3902031,안덕면
3902032,표선면
3902051,송산동
3902052,정방동
3902053,중앙동
3902054,천지동
3902055,효돈동
3902056,영천동
3902057,동홍동
3902058,서홍동
3902059,대륜동
3902060,대천동
3902061,중문동
3902062,예래동
2901011,조치원읍
2901031,연기면
2901032,연동면
2901033,부강면
2901034,금남면
2901037,전의면
2901038,전동면
2901039,소정면
2901035,장군면
2901036,연서면
2901061,한솔동
2901069,도담동
2901059,아름동
2901056,종촌동
2901060,고운동
2901066,보람동
2901067,새롬동
2901064,대평동
2901071,소담동
2901068,다정동
2901070,해밀동
2901072,반곡동
